Bandit,Reward,Algorithm
2.0,3.2018348831377645,EpsilonGreedy
2.0,3.6454879607547133,EpsilonGreedy
2.0,2.6239512536540612,EpsilonGreedy
2.0,3.1893147642771913,EpsilonGreedy
2.0,2.388153568531474,EpsilonGreedy
2.0,3.5453613055230164,EpsilonGreedy
2.0,3.4882420484530887,EpsilonGreedy
2.0,3.271431007713412,EpsilonGreedy
2.0,3.9921584064513533,EpsilonGreedy
2.0,3.080375944273694,EpsilonGreedy
2.0,2.9481766859697167,EpsilonGreedy
2.0,4.571616695599298,EpsilonGreedy
2.0,2.4616021888987722,EpsilonGreedy
2.0,5.455711470642552,EpsilonGreedy
2.0,1.8461732276455614,EpsilonGreedy
2.0,3.5068855287171883,EpsilonGreedy
2.0,3.011704807314965,EpsilonGreedy
2.0,1.4786383084070598,EpsilonGreedy
2.0,5.399578758483353,EpsilonGreedy
2.0,0.09699464534967284,EpsilonGreedy
2.0,2.7280821980226517,EpsilonGreedy
2.0,1.8936882935572186,EpsilonGreedy
2.0,4.488354444628951,EpsilonGreedy
2.0,2.7914727963441384,EpsilonGreedy
2.0,3.487367956640416,EpsilonGreedy
2.0,3.8982405671327642,EpsilonGreedy
2.0,0.8681585464677535,EpsilonGreedy
2.0,3.489168620532127,EpsilonGreedy
2.0,3.267253294372037,EpsilonGreedy
2.0,3.0569961799461365,EpsilonGreedy
2.0,2.6464010563260314,EpsilonGreedy
2.0,4.3103967668850105,EpsilonGreedy
2.0,0.5071349487072596,EpsilonGreedy
2.0,2.864483494566956,EpsilonGreedy
2.0,2.060489130247903,EpsilonGreedy
2.0,3.8465794937140023,EpsilonGreedy
2.0,2.0710899367643787,EpsilonGreedy
2.0,2.84946049554698,EpsilonGreedy
2.0,2.1102564458596142,EpsilonGreedy
2.0,3.6283506426248673,EpsilonGreedy
2.0,3.0559726378812226,EpsilonGreedy
2.0,1.9987764068266298,EpsilonGreedy
2.0,2.4093920609382034,EpsilonGreedy
2.0,4.284415884684659,EpsilonGreedy
2.0,1.9816146933514251,EpsilonGreedy
2.0,2.042670962550053,EpsilonGreedy
2.0,2.6892990479545773,EpsilonGreedy
2.0,0.4904720187370488,EpsilonGreedy
2.0,4.592823310828504,EpsilonGreedy
2.0,1.170070041812459,EpsilonGreedy
2.0,2.7258667369124003,EpsilonGreedy
2.0,2.865368344471248,EpsilonGreedy
2.0,2.136115754020381,EpsilonGreedy
2.0,2.5975451732531174,EpsilonGreedy
2.0,2.1520148490712554,EpsilonGreedy
2.0,2.6500067119430035,EpsilonGreedy
2.0,2.3497035237741226,EpsilonGreedy
2.0,5.010100934058989,EpsilonGreedy
2.0,3.6920196605858657,EpsilonGreedy
2.0,3.5139328070737994,EpsilonGreedy
2.0,2.591460982303726,EpsilonGreedy
2.0,2.7947994209182543,EpsilonGreedy
2.0,2.2140745970471603,EpsilonGreedy
2.0,4.725752591385163,EpsilonGreedy
2.0,3.8203094985420165,EpsilonGreedy
2.0,3.6965122068453766,EpsilonGreedy
2.0,2.791602774707988,EpsilonGreedy
2.0,2.667389415024089,EpsilonGreedy
2.0,2.4201987319415807,EpsilonGreedy
2.0,5.406298023603798,EpsilonGreedy
2.0,4.314366037067861,EpsilonGreedy
2.0,2.992962734008115,EpsilonGreedy
2.0,2.971325083119575,EpsilonGreedy
2.0,4.10863739195271,EpsilonGreedy
2.0,2.6774334295648217,EpsilonGreedy
2.0,2.8585977319603932,EpsilonGreedy
2.0,4.237625136356398,EpsilonGreedy
2.0,2.7242382462716197,EpsilonGreedy
2.0,2.5148482835785853,EpsilonGreedy
2.0,3.7538293954088857,EpsilonGreedy
2.0,2.7731947528607543,EpsilonGreedy
2.0,2.1602941298807723,EpsilonGreedy
2.0,2.9152037626450746,EpsilonGreedy
2.0,3.2118037237260975,EpsilonGreedy
2.0,2.349967577299744,EpsilonGreedy
2.0,2.6931343773193595,EpsilonGreedy
2.0,3.194395709232381,EpsilonGreedy
2.0,1.3475566938810901,EpsilonGreedy
2.0,2.275164135228205,EpsilonGreedy
2.0,1.8925151731733485,EpsilonGreedy
2.0,3.762261657279744,EpsilonGreedy
2.0,2.3858655590376783,EpsilonGreedy
2.0,2.7598080807402923,EpsilonGreedy
2.0,2.1538493493769044,EpsilonGreedy
2.0,4.17273057376159,EpsilonGreedy
2.0,3.847009090590905,EpsilonGreedy
2.0,4.411276838580108,EpsilonGreedy
2.0,3.882960598633593,EpsilonGreedy
2.0,3.3181205803552287,EpsilonGreedy
2.0,2.5935126016123977,EpsilonGreedy
2.0,5.605767949509293,EpsilonGreedy
2.0,3.789390168243492,EpsilonGreedy
2.0,2.318134355242109,EpsilonGreedy
2.0,2.1995379702121958,EpsilonGreedy
2.0,5.10261487794004,EpsilonGreedy
2.0,3.0826752066148946,EpsilonGreedy
2.0,5.200162550764777,EpsilonGreedy
2.0,4.608504050149656,EpsilonGreedy
2.0,2.7604609229794708,EpsilonGreedy
2.0,4.379876464437652,EpsilonGreedy
2.0,3.109130906462258,EpsilonGreedy
2.0,2.946043710606547,EpsilonGreedy
2.0,1.8497632597310976,EpsilonGreedy
2.0,2.676825290751285,EpsilonGreedy
2.0,3.5460825485578367,EpsilonGreedy
2.0,3.128157056764538,EpsilonGreedy
2.0,3.02499044053821,EpsilonGreedy
2.0,2.15225160040336,EpsilonGreedy
2.0,3.0454004148176406,EpsilonGreedy
2.0,1.5097278849086888,EpsilonGreedy
2.0,2.8617828731490307,EpsilonGreedy
2.0,3.760305136279443,EpsilonGreedy
2.0,3.918497185744128,EpsilonGreedy
2.0,1.3855883284306194,EpsilonGreedy
2.0,3.1559348030929053,EpsilonGreedy
2.0,2.6202343111868163,EpsilonGreedy
2.0,4.428565948313704,EpsilonGreedy
2.0,1.186003473278484,EpsilonGreedy
2.0,1.9666458493111796,EpsilonGreedy
2.0,1.822483959723726,EpsilonGreedy
2.0,2.0527491505760196,EpsilonGreedy
2.0,3.5579196006399765,EpsilonGreedy
2.0,2.082137863612855,EpsilonGreedy
2.0,1.798863101304874,EpsilonGreedy
2.0,4.340177314588868,EpsilonGreedy
2.0,3.817167978510252,EpsilonGreedy
2.0,3.345403653741611,EpsilonGreedy
2.0,1.913226717211198,EpsilonGreedy
2.0,5.035860466299793,EpsilonGreedy
2.0,4.634578262727483,EpsilonGreedy
2.0,1.4899273039184413,EpsilonGreedy
2.0,3.35907880742556,EpsilonGreedy
2.0,3.9016971702956886,EpsilonGreedy
2.0,2.9961070924823088,EpsilonGreedy
2.0,3.1004044475073353,EpsilonGreedy
2.0,2.358639328861655,EpsilonGreedy
2.0,2.1602640479230946,EpsilonGreedy
2.0,3.8706447773377284,EpsilonGreedy
2.0,5.359024880164484,EpsilonGreedy
2.0,2.4229923674475424,EpsilonGreedy
2.0,4.349481115897975,EpsilonGreedy
2.0,2.44142367902627,EpsilonGreedy
2.0,3.2992338394739105,EpsilonGreedy
2.0,2.894285805261959,EpsilonGreedy
2.0,3.2009549123815524,EpsilonGreedy
2.0,2.8341332343376067,EpsilonGreedy
2.0,4.12311098772476,EpsilonGreedy
2.0,2.883332046593487,EpsilonGreedy
2.0,3.2976391702227317,EpsilonGreedy
2.0,4.411626796278499,EpsilonGreedy
2.0,4.273177652183621,EpsilonGreedy
2.0,4.151754564639583,EpsilonGreedy
2.0,3.4774617564769432,EpsilonGreedy
2.0,4.8869108088043625,EpsilonGreedy
2.0,2.7414263563880326,EpsilonGreedy
2.0,2.1915725654000218,EpsilonGreedy
2.0,0.8723778866802698,EpsilonGreedy
2.0,2.5258020191253943,EpsilonGreedy
2.0,1.871546165113296,EpsilonGreedy
2.0,3.9227986646045014,EpsilonGreedy
2.0,2.7920668794963737,EpsilonGreedy
2.0,3.756603512590268,EpsilonGreedy
2.0,2.700158246637611,EpsilonGreedy
2.0,1.7864748867767346,EpsilonGreedy
2.0,2.7815658121772255,EpsilonGreedy
2.0,1.5778243109181675,EpsilonGreedy
2.0,3.8958321930282667,EpsilonGreedy
2.0,2.9626885844346447,EpsilonGreedy
2.0,1.6224541760310784,EpsilonGreedy
2.0,3.0469011481074846,EpsilonGreedy
2.0,4.272696889194998,EpsilonGreedy
2.0,2.773022954940769,EpsilonGreedy
2.0,2.1211493263855825,EpsilonGreedy
2.0,1.7983645480213832,EpsilonGreedy
2.0,3.317076372853484,EpsilonGreedy
2.0,4.618173877558712,EpsilonGreedy
2.0,3.298237714647616,EpsilonGreedy
2.0,3.883891539077769,EpsilonGreedy
2.0,3.925698342913262,EpsilonGreedy
2.0,3.1187773183652734,EpsilonGreedy
2.0,2.501409886994277,EpsilonGreedy
2.0,3.83536139668655,EpsilonGreedy
2.0,2.878649808510457,EpsilonGreedy
2.0,2.3316030096598603,EpsilonGreedy
2.0,2.5232132388203623,EpsilonGreedy
2.0,2.4765736299759853,EpsilonGreedy
2.0,4.993780799277765,EpsilonGreedy
2.0,3.8183617130465617,EpsilonGreedy
2.0,1.3371979115826016,EpsilonGreedy
2.0,2.817437070826813,EpsilonGreedy
2.0,2.659218469359086,EpsilonGreedy
1.0,2.729902662485601,EpsilonGreedy
2.0,2.628088034094773,EpsilonGreedy
2.0,4.2869352636601015,EpsilonGreedy
2.0,2.7300627564509066,EpsilonGreedy
2.0,2.59637345876557,EpsilonGreedy
2.0,3.5008974659328387,EpsilonGreedy
2.0,0.7470310100535635,EpsilonGreedy
2.0,3.452428698898483,EpsilonGreedy
2.0,3.573218681797605,EpsilonGreedy
2.0,2.3606474879220527,EpsilonGreedy
2.0,1.557118868708858,EpsilonGreedy
2.0,3.4587998381592957,EpsilonGreedy
2.0,2.889388954300754,EpsilonGreedy
2.0,2.7070404997417197,EpsilonGreedy
2.0,1.5730676374785018,EpsilonGreedy
2.0,2.7708389408694236,EpsilonGreedy
2.0,2.255521505544623,EpsilonGreedy
2.0,4.637138536487344,EpsilonGreedy
2.0,3.8842856014851983,EpsilonGreedy
2.0,4.558056046102584,EpsilonGreedy
2.0,2.5102948194541033,EpsilonGreedy
2.0,3.921892421164218,EpsilonGreedy
2.0,3.329376826120175,EpsilonGreedy
2.0,4.514842965701058,EpsilonGreedy
2.0,3.747518823904062,EpsilonGreedy
2.0,4.578367702363711,EpsilonGreedy
2.0,4.8096081675693405,EpsilonGreedy
2.0,5.548741424030596,EpsilonGreedy
2.0,2.9172592604402108,EpsilonGreedy
2.0,4.119865678864167,EpsilonGreedy
2.0,1.0492626577592918,EpsilonGreedy
2.0,2.7254882621607037,EpsilonGreedy
2.0,1.9329945297871758,EpsilonGreedy
2.0,2.4715569804043724,EpsilonGreedy
2.0,2.7491269622528174,EpsilonGreedy
2.0,2.710217427900881,EpsilonGreedy
2.0,2.7134566531024373,EpsilonGreedy
2.0,3.4943580158863323,EpsilonGreedy
2.0,3.5995338026101544,EpsilonGreedy
2.0,2.9130585701061227,EpsilonGreedy
2.0,2.48741394380672,EpsilonGreedy
2.0,4.598728701091952,EpsilonGreedy
2.0,3.468169826677311,EpsilonGreedy
2.0,4.959297565853085,EpsilonGreedy
2.0,3.247482753011024,EpsilonGreedy
2.0,2.132395170450928,EpsilonGreedy
2.0,2.463782950273552,EpsilonGreedy
2.0,2.185197585494486,EpsilonGreedy
2.0,2.7092796521146383,EpsilonGreedy
2.0,3.5662068959604287,EpsilonGreedy
2.0,2.1990927958886566,EpsilonGreedy
2.0,3.942146977749502,EpsilonGreedy
2.0,4.305329438672677,EpsilonGreedy
2.0,0.9882745643271562,EpsilonGreedy
2.0,3.7351395468581465,EpsilonGreedy
2.0,3.5236117385315984,EpsilonGreedy
2.0,1.6388633331852576,EpsilonGreedy
2.0,3.2441610392864098,EpsilonGreedy
2.0,5.502089781369996,EpsilonGreedy
2.0,4.483621111309835,EpsilonGreedy
2.0,1.477035616264751,EpsilonGreedy
2.0,2.714021396063509,EpsilonGreedy
2.0,3.265807847741118,EpsilonGreedy
2.0,2.9938752585256747,EpsilonGreedy
2.0,3.6456429393882237,EpsilonGreedy
2.0,3.2612263952414353,EpsilonGreedy
2.0,4.818884137841777,EpsilonGreedy
2.0,1.425836856425308,EpsilonGreedy
2.0,3.796850433880447,EpsilonGreedy
2.0,3.6890666574863147,EpsilonGreedy
2.0,3.429091708414764,EpsilonGreedy
2.0,4.1330914397881156,EpsilonGreedy
2.0,3.023981214989232,EpsilonGreedy
2.0,2.3577131620934875,EpsilonGreedy
2.0,2.9305165487010494,EpsilonGreedy
2.0,1.4172749729882883,EpsilonGreedy
2.0,3.2169963064170544,EpsilonGreedy
2.0,2.666328923255167,EpsilonGreedy
2.0,4.347757885809408,EpsilonGreedy
2.0,2.969780270796169,EpsilonGreedy
2.0,3.689691066205602,EpsilonGreedy
2.0,3.2483798560047745,EpsilonGreedy
2.0,3.0244068623824076,EpsilonGreedy
2.0,2.246237205603109,EpsilonGreedy
2.0,2.7019903758712838,EpsilonGreedy
2.0,4.537131218514261,EpsilonGreedy
2.0,4.732567534484234,EpsilonGreedy
2.0,2.6934212310544927,EpsilonGreedy
2.0,2.682603933091172,EpsilonGreedy
2.0,4.39695795207518,EpsilonGreedy
2.0,3.231677879586109,EpsilonGreedy
2.0,4.162669556497097,EpsilonGreedy
2.0,4.242591727596803,EpsilonGreedy
2.0,4.9936175080191125,EpsilonGreedy
2.0,3.0889952625983783,EpsilonGreedy
2.0,2.960202873987695,EpsilonGreedy
2.0,4.299917862029785,EpsilonGreedy
2.0,1.9631510592501404,EpsilonGreedy
2.0,4.964688232028549,EpsilonGreedy
2.0,1.844901040823888,EpsilonGreedy
2.0,3.000335928792423,EpsilonGreedy
2.0,2.912667737676678,EpsilonGreedy
2.0,1.6786609405555304,EpsilonGreedy
2.0,2.3059542078873387,EpsilonGreedy
2.0,2.6686241419381362,EpsilonGreedy
2.0,1.8575731900482648,EpsilonGreedy
2.0,4.037649072466659,EpsilonGreedy
2.0,2.744440008608176,EpsilonGreedy
2.0,1.7559194656606822,EpsilonGreedy
2.0,4.610338476363811,EpsilonGreedy
2.0,3.7643157943985948,EpsilonGreedy
2.0,3.2550345787099118,EpsilonGreedy
2.0,2.298870989045521,EpsilonGreedy
2.0,4.03140718331478,EpsilonGreedy
2.0,2.7790837735326437,EpsilonGreedy
2.0,2.2110499492392734,EpsilonGreedy
2.0,2.716012038869735,EpsilonGreedy
2.0,2.8408280631350538,EpsilonGreedy
2.0,1.827246187066311,EpsilonGreedy
2.0,4.208768402684198,EpsilonGreedy
2.0,3.012306328412949,EpsilonGreedy
2.0,2.2232493918938108,EpsilonGreedy
2.0,1.5497164399040972,EpsilonGreedy
2.0,2.881593863972625,EpsilonGreedy
2.0,2.9852638485528566,EpsilonGreedy
2.0,1.8686071330839482,EpsilonGreedy
2.0,2.511417279850432,EpsilonGreedy
2.0,2.7301619051098354,EpsilonGreedy
2.0,2.795534261806484,EpsilonGreedy
2.0,3.4775266748190985,EpsilonGreedy
2.0,3.5965338318143516,EpsilonGreedy
2.0,3.2838319773834552,EpsilonGreedy
2.0,2.923612170133692,EpsilonGreedy
2.0,2.215506515683295,EpsilonGreedy
2.0,3.556811177991805,EpsilonGreedy
2.0,0.954100257891322,EpsilonGreedy
2.0,3.83474745697048,EpsilonGreedy
2.0,2.2514520303651144,EpsilonGreedy
2.0,2.8879978569599905,EpsilonGreedy
2.0,1.5929281429163,EpsilonGreedy
2.0,3.656174830010829,EpsilonGreedy
2.0,1.4839000526344082,EpsilonGreedy
2.0,4.53958022297789,EpsilonGreedy
2.0,2.15630677293155,EpsilonGreedy
2.0,3.7174030887910057,EpsilonGreedy
2.0,1.2438899963638859,EpsilonGreedy
2.0,4.231837610853621,EpsilonGreedy
2.0,2.8485876469962834,EpsilonGreedy
2.0,3.4842992210467676,EpsilonGreedy
2.0,2.660434435342959,EpsilonGreedy
2.0,1.7555543622917966,EpsilonGreedy
2.0,4.230798051425385,EpsilonGreedy
2.0,4.957205876338947,EpsilonGreedy
2.0,3.4208237695362933,EpsilonGreedy
2.0,4.485317546604599,EpsilonGreedy
2.0,2.6534033521025697,EpsilonGreedy
2.0,2.656563138484405,EpsilonGreedy
2.0,1.0343486813608647,EpsilonGreedy
2.0,4.909766586673127,EpsilonGreedy
2.0,3.307389773307928,EpsilonGreedy
2.0,3.711322742954228,EpsilonGreedy
2.0,3.656833038838521,EpsilonGreedy
2.0,1.6454467324390956,EpsilonGreedy
2.0,3.1808522293470554,EpsilonGreedy
2.0,2.3020563557027365,EpsilonGreedy
2.0,0.8706460057833918,EpsilonGreedy
2.0,2.591257708352484,EpsilonGreedy
2.0,3.963523228258339,EpsilonGreedy
2.0,3.9928238591111533,EpsilonGreedy
2.0,2.442281533909945,EpsilonGreedy
2.0,2.213835301833478,EpsilonGreedy
2.0,2.1175028403683647,EpsilonGreedy
2.0,2.5109781014250694,EpsilonGreedy
2.0,2.780143829677687,EpsilonGreedy
2.0,2.5961479494318747,EpsilonGreedy
2.0,3.3483004732082917,EpsilonGreedy
2.0,1.0765440997725182,EpsilonGreedy
2.0,0.883626148241274,EpsilonGreedy
2.0,3.6144335146070086,EpsilonGreedy
2.0,3.7017851833749953,EpsilonGreedy
2.0,3.4783397452338534,EpsilonGreedy
2.0,2.3853314530905507,EpsilonGreedy
2.0,2.3932778976259255,EpsilonGreedy
2.0,2.5925927256847965,EpsilonGreedy
2.0,2.8007995966851538,EpsilonGreedy
2.0,4.925499488365114,EpsilonGreedy
2.0,4.191922905353937,EpsilonGreedy
2.0,3.4010817941652594,EpsilonGreedy
2.0,2.5529224849057193,EpsilonGreedy
2.0,2.0734815353089453,EpsilonGreedy
2.0,1.3341652190760052,EpsilonGreedy
2.0,2.5052704286381746,EpsilonGreedy
2.0,3.952251019249778,EpsilonGreedy
2.0,5.595642239334289,EpsilonGreedy
2.0,4.913469115443813,EpsilonGreedy
2.0,3.2297605587803915,EpsilonGreedy
2.0,2.3755130768641486,EpsilonGreedy
2.0,2.6325502752484806,EpsilonGreedy
2.0,5.272129796498701,EpsilonGreedy
2.0,4.026521577272632,EpsilonGreedy
2.0,2.975908220761496,EpsilonGreedy
2.0,4.604049121246138,EpsilonGreedy
2.0,1.8801624525918204,EpsilonGreedy
2.0,2.2078954140990925,EpsilonGreedy
2.0,2.467268308931405,EpsilonGreedy
2.0,2.3963205304083743,EpsilonGreedy
2.0,1.2624424103210259,EpsilonGreedy
2.0,2.6424517191482346,EpsilonGreedy
2.0,6.701212308455492,EpsilonGreedy
2.0,2.4680865070872833,EpsilonGreedy
2.0,0.2811212649706487,EpsilonGreedy
2.0,3.6883511542271488,EpsilonGreedy
2.0,3.402426912697148,EpsilonGreedy
2.0,3.6979203459730905,EpsilonGreedy
2.0,3.6824909420227985,EpsilonGreedy
2.0,3.6507094016962025,EpsilonGreedy
2.0,3.222615151246267,EpsilonGreedy
2.0,3.935707734079744,EpsilonGreedy
2.0,0.18198360050979678,EpsilonGreedy
2.0,2.732660064746145,EpsilonGreedy
2.0,1.3172679240047727,EpsilonGreedy
2.0,2.4134980979022966,EpsilonGreedy
2.0,1.646626618799309,EpsilonGreedy
2.0,1.8649518187087981,EpsilonGreedy
2.0,2.6007561352210637,EpsilonGreedy
2.0,1.772991260999776,EpsilonGreedy
2.0,4.62129208349683,EpsilonGreedy
2.0,4.743598215981672,EpsilonGreedy
2.0,1.5533963562927178,EpsilonGreedy
2.0,2.8776801356749755,EpsilonGreedy
2.0,3.7914219219197096,EpsilonGreedy
2.0,3.4660495649716014,EpsilonGreedy
2.0,2.0397556460435267,EpsilonGreedy
2.0,2.9726367716817426,EpsilonGreedy
2.0,2.291065321875214,EpsilonGreedy
2.0,2.85172638146179,EpsilonGreedy
2.0,3.5393609599466425,EpsilonGreedy
2.0,2.6361303266656533,EpsilonGreedy
2.0,2.2409100159849444,EpsilonGreedy
2.0,2.4666974907847856,EpsilonGreedy
2.0,4.496209318925628,EpsilonGreedy
2.0,1.8618287662755102,EpsilonGreedy
2.0,1.8997401315877092,EpsilonGreedy
2.0,2.923885305848717,EpsilonGreedy
2.0,2.893963824779343,EpsilonGreedy
2.0,3.200304800300693,EpsilonGreedy
2.0,3.6171149177523327,EpsilonGreedy
2.0,3.38386998905547,EpsilonGreedy
2.0,1.3112365027018822,EpsilonGreedy
2.0,2.691651167969506,EpsilonGreedy
2.0,3.887911148894824,EpsilonGreedy
2.0,2.275182869785267,EpsilonGreedy
2.0,2.50212611856807,EpsilonGreedy
2.0,3.1206095916639596,EpsilonGreedy
2.0,3.4933294243134156,EpsilonGreedy
2.0,3.9519596248670332,EpsilonGreedy
2.0,2.104208228977507,EpsilonGreedy
2.0,3.1193471350622204,EpsilonGreedy
2.0,1.8829920255714458,EpsilonGreedy
2.0,2.517795390745174,EpsilonGreedy
2.0,2.619596748263373,EpsilonGreedy
2.0,4.491787188132103,EpsilonGreedy
2.0,3.446094466602596,EpsilonGreedy
2.0,2.94070087636871,EpsilonGreedy
2.0,3.1619825991009516,EpsilonGreedy
2.0,2.116434273380608,EpsilonGreedy
2.0,1.0418583404165311,EpsilonGreedy
2.0,2.535765237041392,EpsilonGreedy
2.0,2.1430632678684898,EpsilonGreedy
2.0,3.888447815846279,EpsilonGreedy
2.0,3.1853464575100308,EpsilonGreedy
2.0,3.6957861046148466,EpsilonGreedy
2.0,3.963036486493518,EpsilonGreedy
2.0,3.4209709319871937,EpsilonGreedy
2.0,3.0005524928062437,EpsilonGreedy
2.0,3.3109547267664228,EpsilonGreedy
2.0,1.248713628261513,EpsilonGreedy
2.0,4.648711336606018,EpsilonGreedy
2.0,2.893791625890767,EpsilonGreedy
2.0,4.253961412353215,EpsilonGreedy
2.0,3.7678677265090377,EpsilonGreedy
2.0,2.3128471899815692,EpsilonGreedy
2.0,3.086737860481822,EpsilonGreedy
2.0,3.352708438933733,EpsilonGreedy
2.0,2.975195316680329,EpsilonGreedy
2.0,3.6557333742957216,EpsilonGreedy
2.0,4.290653372475589,EpsilonGreedy
2.0,3.0910851418198977,EpsilonGreedy
2.0,2.7803069854559723,EpsilonGreedy
2.0,2.62556683826503,EpsilonGreedy
2.0,3.7216850329071525,EpsilonGreedy
2.0,2.871952322131654,EpsilonGreedy
2.0,1.9142052455923972,EpsilonGreedy
2.0,2.5199254295449625,EpsilonGreedy
2.0,3.3340383502706032,EpsilonGreedy
2.0,1.9607803566586919,EpsilonGreedy
2.0,3.713319503036458,EpsilonGreedy
2.0,3.429951191581613,EpsilonGreedy
2.0,3.29518067437997,EpsilonGreedy
2.0,3.2909906450773585,EpsilonGreedy
2.0,5.130293478491467,EpsilonGreedy
2.0,2.634700852435475,EpsilonGreedy
2.0,3.8070955931874786,EpsilonGreedy
2.0,1.9279803175622656,EpsilonGreedy
2.0,4.104609258281668,EpsilonGreedy
2.0,2.9014940354365026,EpsilonGreedy
2.0,1.9555954177297945,EpsilonGreedy
2.0,2.176020707762651,EpsilonGreedy
2.0,1.8970793161603723,EpsilonGreedy
2.0,3.230086904886776,EpsilonGreedy
2.0,2.216449474765488,EpsilonGreedy
2.0,1.854404628848812,EpsilonGreedy
2.0,2.4532784687101064,EpsilonGreedy
2.0,2.2801127790078075,EpsilonGreedy
2.0,2.8549884527696126,EpsilonGreedy
2.0,2.3614438507810482,EpsilonGreedy
2.0,4.036423152209564,EpsilonGreedy
2.0,2.7835024707955416,EpsilonGreedy
2.0,2.896657643217293,EpsilonGreedy
2.0,3.7606528732815554,EpsilonGreedy
2.0,2.6616001595914054,EpsilonGreedy
2.0,1.9426241024766069,EpsilonGreedy
2.0,2.6220147659336868,EpsilonGreedy
2.0,2.845774147492383,EpsilonGreedy
